onset	duration	trial_type	response_time	ssd
0.0103712000418454	1.8587642998900265	fixation	n/a	n/a
1.869135499931872	1.5	go_miss	n/a	250.0
8.66952050011605	1.3165964998770505	fixation	n/a	n/a
9.9861169999931	1.5	go_miss	n/a	250.0
13.536220799898729	1.3164470000192505	fixation	n/a	n/a
14.85266779991798	1.5	stop_success	n/a	300.0
17.45297220000066	1.2499671000987291	fixation	n/a	n/a
18.702939300099388	1.5	go_miss	n/a	300.0
25.03635710012168	1.3497499998193199	fixation	n/a	n/a
26.386107099941	0.792	go_correct	0.7921139998361468	300.0
33.35311989998445	2.0666163000278175	fixation	n/a	n/a
35.41973620001227	0.643	go_correct	0.6434955999720842	300.0
43.36967430007644	1.4001763998530805	fixation	n/a	n/a
44.76985069992952	0.496	stop_failure	0.4963112999685108	250.0
50.15333259990439	1.3665935001336038	fixation	n/a	n/a
51.51992610003799	0.596	go_correct	0.5962733998894691	250.0
57.17003659997136	1.899697700049721	fixation	n/a	n/a
59.06973430002108	0.47	go_correct	0.4703778999391943	250.0
64.90347989997827	1.299678900046274	fixation	n/a	n/a
66.20315880002454	0.505	go_correct	0.5049294999334961	250.0
70.38688050000928	2.166387700010091	fixation	n/a	n/a
72.55326820001937	0.544	go_correct	0.5438165001105517	250.0
78.17024299991317	1.6500222000759095	fixation	n/a	n/a
79.82026519998908	0.772	go_correct	0.771855500061065	250.0
86.07028590003029	1.9998492999002337	fixation	n/a	n/a
88.07013519993052	1.5	stop_success	n/a	300.0
93.87043050001375	1.6499359000008411	fixation	n/a	n/a
95.5203664000146	0.725	go_incorrect	0.7246830998919904	300.0
99.9205457000062	2.416314899921403	fixation	n/a	n/a
102.3368605999276	1.5	stop_success	n/a	350.0
104.83721109991892	1.166299300035476	fixation	n/a	n/a
106.0035103999544	0.513	go_correct	0.5134535001125187	350.0
109.7201795000583	1.8004089000169046	fixation	n/a	n/a
111.5205884000752	0.647	go_correct	0.6474582001101226	350.0
119.37046779994851	1.7164958999492512	fixation	n/a	n/a
121.08696369989777	0.444	go_correct	0.4439983000047505	350.0
127.28721560002305	1.3167940001003444	fixation	n/a	n/a
128.6040096001234	0.466	stop_failure	0.466067099943757	300.0
133.17078160005622	1.3667319999076426	fixation	n/a	n/a
134.53751359996386	1.5	stop_success	n/a	350.0
137.48724930011667	1.3000350999645889	fixation	n/a	n/a
138.78728440008126	1.5	go_miss	n/a	350.0
146.97139360010624	2.3828594000078738	fixation	n/a	n/a
149.3542530001141	0.429	stop_failure	0.4285946998279542	300.0
152.02089160005562	2.03323379997164	fixation	n/a	n/a
154.05412540002726	0.576	go_correct	0.5758350000251085	300.0
156.6878237000201	1.5996902000624686	fixation	n/a	n/a
158.28751390008256	0.461	go_correct	0.4613615002017468	300.0
164.93761730007827	1.3998912998940796	fixation	n/a	n/a
166.33750859997235	0.57	go_correct	0.570296399993822	300.0
171.33784490008838	2.1832158998586237	fixation	n/a	n/a
173.521060799947	0.472	go_correct	0.4717065999284386	300.0
176.68798359995708	1.3997605999466032	fixation	n/a	n/a
178.08774419990368	0.671	go_correct	0.6712456999812275	300.0
184.0877588998992	2.416659200098394	fixation	n/a	n/a
186.5044180999976	0.436	go_correct	0.4363840001169592	300.0
188.8049928001128	1.5830495997797414	fixation	n/a	n/a
190.38804239989256	0.568	go_correct	0.5677112000994384	300.0
197.6878029000945	1.5169509998522983	fixation	n/a	n/a
