onset	duration	trial_type	response_time	ssd
0.0068285000015748	2.045651199994609	fixation	n/a	n/a
2.052479699996184	0.607	go_correct	0.6074231000093278	250.0
9.16925020000781	1.9332282999966992	fixation	n/a	n/a
11.102478500004509	0.542	go_correct	0.5418802000058349	250.0
15.769516200001815	1.233231499994874	fixation	n/a	n/a
17.00274769999669	0.382	stop_failure	0.3822865999973146	200.0
21.852644400001736	1.2001249000022653	fixation	n/a	n/a
23.052769300004	1.5	stop_success	n/a	250.0
26.26957570000377	1.5998962000012398	fixation	n/a	n/a
27.86947190000501	1.5	stop_success	n/a	300.0
32.319232900001225	1.283623199997237	fixation	n/a	n/a
33.60285609999846	0.561	go_correct	0.5611353000131203	300.0
39.95298200000252	2.0666349999955855	fixation	n/a	n/a
42.01961699999811	0.619	go_correct	0.6186354999954347	300.0
44.85315199999605	1.399469100011622	fixation	n/a	n/a
46.25262110000767	0.445	go_correct	0.4453095999924699	300.0
54.58640939999896	1.6833823000051638	fixation	n/a	n/a
56.26979170000413	0.497	go_correct	0.4965750999981537	300.0
64.35330210000393	1.2163785000011558	fixation	n/a	n/a
65.56968060000509	1.5	stop_success	n/a	350.0
69.98685139999725	1.4830362000066089	fixation	n/a	n/a
71.46988760000386	1.5	stop_success	n/a	400.0
77.91976089999662	1.3498636000003899	fixation	n/a	n/a
79.26962449999701	0.566	go_correct	0.5661822999973083	400.0
84.30317410000134	2.2002224000025308	fixation	n/a	n/a
86.50339650000387	0.534	go_correct	0.5344735000107903	400.0
91.9701755999995	2.3495851000043473	fixation	n/a	n/a
94.31976070000384	0.598	go_correct	0.5980402999994112	400.0
96.23692019999726	1.250033500007703	fixation	n/a	n/a
97.48695370000496	1.5	stop_success	n/a	450.0
101.18697860000248	2.133007299999008	fixation	n/a	n/a
103.31998590000148	0.627	stop_failure	0.6268281000084244	400.0
106.88678620000428	2.266411599994157	fixation	n/a	n/a
109.15319779999844	0.687	go_correct	0.6866117000026861	400.0
113.12022599999908	1.8499634000036451	fixation	n/a	n/a
114.97018940000272	0.746	go_correct	0.7455844000069192	400.0
117.8367517000006	1.9336061000067133	fixation	n/a	n/a
119.77035780000732	1.5	stop_success	n/a	450.0
123.55354039999656	2.3836320999980813	fixation	n/a	n/a
125.93717249999465	1.5	stop_success	n/a	500.0
130.38721519999672	2.149988700009999	fixation	n/a	n/a
132.53720390000672	0.618	go_correct	0.6184211999934632	500.0
135.97058209999523	1.93288800001028	fixation	n/a	n/a
137.9034701000055	0.905	go_correct	0.9053315000055592	500.0
141.62064619999728	1.7998297000012826	fixation	n/a	n/a
143.42047589999856	0.791	go_correct	0.7911610000010114	500.0
145.85380250000162	1.5832404999964638	fixation	n/a	n/a
147.43704299999808	0.571	go_correct	0.5705405000044266	500.0
150.05424860000494	1.1997376999934204	fixation	n/a	n/a
151.25398629999836	0.967	go_correct	0.9668264000065392	500.0
155.687399500006	1.8332388999988325	fixation	n/a	n/a
157.52063840000483	0.463	stop_failure	0.4630170000018552	450.0
165.25395030000072	1.5832061999972495	fixation	n/a	n/a
166.83715649999797	0.403	go_correct	0.4033923000097275	450.0
170.8706833000033	1.916359900002135	fixation	n/a	n/a
172.78704320000543	0.375	stop_failure	0.3747251000022515	400.0
175.5710029000038	1.41646039999614	fixation	n/a	n/a
176.98746329999994	0.447	stop_failure	0.4470110999973258	350.0
179.97097379999468	1.1500369000132196	fixation	n/a	n/a
181.1210107000079	0.518	go_correct	0.518429699994158	350.0
187.5375242000009	2.2663433999987603	fixation	n/a	n/a
189.80386759999965	0.422	go_correct	0.4215972999954829	350.0
195.25418200000425	1.4999490000045625	fixation	n/a	n/a
196.7541310000088	0.393	stop_failure	0.3932815000007394	300.0
203.2210242000001	1.74981829999885	fixation	n/a	n/a
204.97084249999895	0.383	go_correct	0.3825480000086827	300.0
208.25435119999747	1.749779300007475	fixation	n/a	n/a
210.00413050000495	0.474	go_correct	0.4741939000086859	300.0
214.18750840000573	1.566670300002471	fixation	n/a	n/a
215.7541787000082	0.45	go_correct	0.4500905000022612	300.0
222.17106390000845	1.2331802999979402	fixation	n/a	n/a
223.4042442000064	1.5	stop_success	n/a	350.0
227.5878015000053	2.09991699999955	fixation	n/a	n/a
229.68771850000485	0.599	go_correct	0.5986245999956736	350.0
234.7378391999955	1.9665549000055762	fixation	n/a	n/a
236.70439410000108	0.384	go_correct	0.3840937999921152	350.0
239.9382273000083	1.849640799991903	fixation	n/a	n/a
241.7878681000002	0.574	go_correct	0.5744095999980345	350.0
246.68826100000297	1.3664728000003379	fixation	n/a	n/a
248.0547338000033	0.517	go_correct	0.5165371000039158	350.0
256.6883710999973	2.199899600003903	fixation	n/a	n/a
258.8882707000012	0.613	go_correct	0.6128949999983888	350.0
261.0546544999961	1.1335811000026297	fixation	n/a	n/a
262.18823559999873	0.581	go_correct	0.5809344999870518	350.0
267.9881844000047	1.6168902999925194	fixation	n/a	n/a
269.6050746999972	0.418	go_correct	0.4182303999987198	350.0
277.35512860000017	2.283200300007593	fixation	n/a	n/a
279.63832890000776	0.461	go_correct	0.4608544000075198	350.0
284.1381614999991	1.283643500006292	fixation	n/a	n/a
285.4218050000054	0.446	go_correct	0.4461919000023044	350.0
289.97168560000136	1.7667303000052925	fixation	n/a	n/a
291.73841590000666	0.434	go_correct	0.4336519000062253	350.0
296.0887223000027	2.0829681000031997	fixation	n/a	n/a
298.1716904000059	0.578	stop_failure	0.5784461000002921	300.0
306.10528160000104	1.9501961000059964	fixation	n/a	n/a
308.05547770000703	0.453	go_correct	0.4534794000064721	300.0
315.37183950000326	1.1501717999926768	fixation	n/a	n/a
316.52201129999594	0.403	stop_failure	0.4029566999961389	250.0
