onset	duration	trial_type	response_time	ssd
0.0062095999965094	1.5011901000034413	fixation	n/a	n/a
1.5073996999999508	0.41	stop_failure	0.4100149000005331	200.0
7.607663499999035	2.366412000003038	fixation	n/a	n/a
9.974075500002073	0.486	go_correct	0.4855225999999675	200.0
12.190467300002638	1.399931899999503	fixation	n/a	n/a
13.59039920000214	0.368	stop_failure	0.3680231999969692	150.0
17.274155200000678	1.3664181999993197	fixation	n/a	n/a
18.640573399999997	0.545	go_correct	0.5447476999979699	150.0
21.940994199998386	1.4498801000008825	fixation	n/a	n/a
23.39087429999927	0.512	go_correct	0.5124961000037729	150.0
29.474517199996622	1.949816400003332	fixation	n/a	n/a
31.424333599999954	0.507	go_correct	0.5069184000021778	150.0
34.85759500000131	2.3499325000011595	fixation	n/a	n/a
37.20752750000247	0.457	go_correct	0.4573990999997477	150.0
39.524466399998346	1.3662375999992946	fixation	n/a	n/a
40.89070399999764	1.5	stop_success	n/a	200.0
45.4411648000023	2.2999378999957116	fixation	n/a	n/a
47.74110269999801	0.41	go_correct	0.4100971000007121	200.0
53.39124559999618	1.8496659000011277	fixation	n/a	n/a
55.24091149999731	0.516	go_correct	0.5162853000001633	200.0
61.80812290000176	2.2164979000008316	fixation	n/a	n/a
64.0246208000026	0.63	go_correct	0.6295619000011357	200.0
67.89105179999751	2.133586700001615	fixation	n/a	n/a
70.02463849999913	0.359	stop_failure	0.3586648999989847	150.0
76.65769949999958	2.0001303999961237	fixation	n/a	n/a
78.6578298999957	0.498	go_correct	0.4983648999987053	150.0
81.67463590000261	1.250097599993751	fixation	n/a	n/a
82.92473349999636	0.521	go_correct	0.5213698000006843	150.0
86.85796739999932	1.2503235999975004	fixation	n/a	n/a
88.10829099999683	0.455	go_correct	0.4547357000046759	150.0
92.14159859999928	1.3666217999998338	fixation	n/a	n/a
93.50822039999912	0.467	go_correct	0.4668378999995184	150.0
98.60829430000013	1.849667000002242	fixation	n/a	n/a
100.45796130000237	0.395	go_correct	0.3951084000000264	150.0
107.74144109999908	1.7664235999982196	fixation	n/a	n/a
109.5078646999973	0.42	stop_failure	0.4200914000030025	100.0
115.95822500000212	2.2834231999950276	fixation	n/a	n/a
118.24164819999714	0.495	go_correct	0.495488500004285	100.0
122.1086112999983	1.5663984999991953	fixation	n/a	n/a
123.6750097999975	0.492	go_correct	0.4919148000044515	100.0
128.77523980000117	1.2830914000005293	fixation	n/a	n/a
130.0583312000017	0.443	go_correct	0.4430796000015107	100.0
134.6918239000006	1.3830440000019735	fixation	n/a	n/a
136.07486790000257	0.679	go_correct	0.679014699999243	100.0
142.27534339999693	1.3832580000016605	fixation	n/a	n/a
143.6586013999986	0.388	go_correct	0.3884624999991501	100.0
150.12506349999603	2.2171650000018417	fixation	n/a	n/a
152.34222849999787	1.5	stop_success	n/a	150.0
156.19186929999705	1.3502847999989172	fixation	n/a	n/a
157.54215409999597	1.5	stop_success	n/a	200.0
164.75884889999725	1.600029600005655	fixation	n/a	n/a
166.3588785000029	0.563	go_correct	0.5631086000066716	200.0
172.15919729999587	2.299515300001076	fixation	n/a	n/a
174.45871259999694	0.471	go_correct	0.4709949000025517	200.0
178.7922535999969	2.3668934000015724	fixation	n/a	n/a
181.15914699999848	0.508	go_correct	0.5077726000017719	200.0
188.7757053000023	1.4331333999944036	fixation	n/a	n/a
190.2088386999967	0.534	go_correct	0.5337962999983574	200.0
194.0424860999992	1.333262300002417	fixation	n/a	n/a
195.3757484000016	1.5	stop_success	n/a	250.0
